label,teks,emotion
4,"aku merasa seperti baru saja menikah, jadi aneh sekali melihat kakakku di atas sana menikah, yang paling aneh bagiku adalah melihatnya memakai cincin kawin dalam keadaan gila.",Fear
1,"aku tidak bisa melepaskan perasaan sedih karena aku ingin diterima di sini, di rumah pertamaku ini",Joy
0,tiba-tiba aku merasakan kebutuhan akan pra-rock vintage palsu yang muram,Sadness
4,saya menggunakan kata beberapa dan sisanya biasanya masalah ini terjadi karena mereka masih merasa tidak yakin atau menghadapi tekanan teman sebaya dari orang-orang di sekitar mereka,Fear
0,aku merasa pikiranku terkadang kosong,Sadness
0,aku akan sangat merindukannya dan aku merasa sangat sedih karena dua bulan terakhir ini tidak mewakili persahabatan kami yang sebenarnya,Sadness
3,saya merasa sangat gelisah karena saya mendapat panggilan telepon dari kekasih yang telah lama hilang dan berubah menjadi musuh ketika gagal mengirimkan gambar power point saya ke pasangan saya,Anger
2,aku mengusap wajahku dan mencari grafiknya dan aku merasakan tangan lembut di bahuku,Love
4,saya merasa sangat ragu dengan keseluruhan situasi,Fear
1,saya merasa kaya di dalam dan bersyukur atas uang yang saya miliki saat ini,Joy
3,dengan sadis memprovokasi adikku di hadapanku dia mencoba memaksa adikku untuk menemaninya ke tempatnya,Anger
0,saya merasakan tekanan finansial yang cukup rendah di tengah akhir kehamilan menyebabkan hal itu terjadi pada saya,Sadness
1,aku bisa merasakan tatapan apresiatif dari penonton,Joy
1,saya merasa pelanggan ini tidak akan pernah puas,Joy
2,saya merasakan semakin banyak metamorfosis lembut yang terbuka dan terbangun antara saya dan seluruh diri saya dari jalur paralel menjadi fokus yang lebih jelas,Love
0,aku merasa sangat timpang mengungkapkan isi hatiku di blog,Sadness
1,aku merasa sangat bersyukur untuk itu,Joy
1,saya akan memesannya untuk lain waktu karena filmnya sangat luar biasa dan sekarang saya merasa terhibur lagi,Joy
2,saya menggunakan sedikit untuk mencoba menghindari hal ini tetapi itu diserap ke dalam kulit saya dengan cepat dan membuat wajah saya terasa indah dan lembut,Love
4,"aku ketakutan karena ketakutan, tapi aku tidak yakin apa gunanya mengungkap rahasia yang sepertinya kita lindungi ini",Fear
1,"rasanya aku ingin mengatakan pada seseorang yang kukagumi dari jauh selama berabad-abad, bahwa menurutku dia adalah orang paling cantik yang pernah kulihat, tapi aku tidak ingin terlihat sebagai orang aneh.",Joy
1,aku merasa sangat manis dan jantan,Joy
1,aku mencoba lari dari rasa malu dan kekurangan aku merasa dalam ilusi bahwa aku akan cukup jika aku berusaha lebih keras untuk menjadi sempurna mengikutiku kemanapun aku pergi,Joy
0,aku sedang tidak dalam suasana hati yang buruk tapi aku merasa kacau dan tidak termotivasi,Sadness
0,aku benci kalau aku merasa seperti ini dan aku tidak pernah membencimu,Sadness
3,"aku merasa dirugikan, dikhianati, marah, dimanfaatkan, dan sangat mirip dengan tas bop yang terus-menerus dirobohkan dan bermunculan lagi",Anger
0,aku merasa pasrah dengan kehidupanku yang buruk di href http twitter,Sadness
0,"saya merasa sangat tertekan, saya akan memberi tahu anda dengan tegas bahwa itu sangat bodoh",Sadness
0,"sejujurnya aku bisa menerima hal itu, tetapi jika vokalisnya seburuk ini, mendengarkannya hanya akan terasa menyakitkan, lalu ketika kamu bisa mendengar musiknya dengan lengkingan kucing yang sekarat, mereka sepertinya benar-benar kehilangan perasaan terganggu.",Sadness
0,aku merasa tidak penting ketika kamu menghabiskan waktu sepulang kerja bersama teman-temanmu daripada langsung pulang untuk menemuiku,Sadness
3,"aku merasa kecewa, agak kesal dan sangat frustrasi dengan apa yang baru saja kulihat",Anger
0,aku merasa sentimental dan sangat lelah,Sadness
0,saya merasa itu adalah penyertaan begitu banyak garis diagonal judul kosong target href http www,Sadness
3,"aku tidak akan membahasnya hari ini, tapi banyak masalah narkoba dan alkohol adalah kimia otak, tapi masalah lainnya adalah upaya untuk melindungi diri dan mengobati diri sendiri karena secara tidak sadar orang bisa merasakan betapa jahatnya orang lain.",Anger
1,"aku tahu, tadi aku sudah mengatakan bahwa aku sudah memberitahumu tentang benang gigi, tapi menurutku penting untuk mengingatkanmu lagi tentang benang gigi.",Joy
1,menurutku itu cukup akurat mencerminkan siapa kita sebagai orang dewasa,Joy
4,"saya merasa gelisah jika menyangkut urusan kenyamanan, keamanan dan peremajaan",Fear
1,aku hanya merasa sangat terbuka dengan ceritanya tapi aku sangat menyukainya dan aku sudah melupakan banyak cerita seram yang umum ini sehingga aku terkejut dengan sebagian besarnya,Joy
0,aku merasa kasihan pada diriku sendiri jika tidak ada salad di atas meja setiap kali makan,Sadness
1,saya pikir saya hanya merasa menang karena saya ikut serta dalam latihan untuk bagian saya,Joy
5,sebenarnya saya merasa sedih dengan postingan tersebut namun saya sedikit kaget dan sedih sekali lagi lihat disclaimer di sebelah kanan ini,Surprise
1,"aku bisa merasakan momen inspirasi ilahi menyapu diriku, tapi itu tidak bertahan lama",Joy
3,aku benar-benar merasa dia begitu tidak tulus dan memperlakukan semuanya seperti lelucon,Anger
0,aku tidak akan merasa menyesal karena aku tidak mengikuti apa yang kuinginkan,Sadness
0,"aku merasa sangat bodoh karena melompat dari ketinggian yang sangat tinggi dan menghancurkannya, tetapi ketika kamu berada pada performa setinggi itu, kamu seperti lupa apa sebenarnya kenyataan itu.",Sadness
1,saya masih belum merasa senang menggunakannya karena saya mencari sampo yang semuanya alami dengan harapan lebih baik untuk rambut dan tubuh saya.,Joy
1,saya merasa ingin tetap bersemangat dan berbagi ilmu tanpa menjadi beban,Joy
1,aku suka perasaan percaya pada cinta,Joy
3,aku tidak memungkiri kalau aku tidak pernah merasa iri dengan mereka,Anger
0,aku sudah merasa sedikit rindu kampung halaman,Sadness
0,aku akan menyatakan sekarang bahwa aku sangat yakin bahwa seseorang harus dihukum atas luka yang ditimpakan padanya,Sadness
0,yang sebenarnya saya maksudkan di sini adalah saya merasa gelisah dalam hati tentang aspek-aspek tertentu dalam hidup saya,Sadness
1,aku merasa sangat senang sejauh ini,Joy
4,aku mulai ngeblog setelah orang bilang mereka melewatkannya tapi sekarang aku merasa paranoid dengan apa yang kutulis karena aku bisa melihat berapa banyak orang yang datang untuk membaca,Fear
3,aku masih merasa judes dan mungkin akan tetap ada sepanjang hari,Anger
5,"aku keluar di balkon malam ini sambil memandangi gang lebar di belakang gedung apartemen kami karena cuacanya cukup hangat untuk menikmati sedikit udara segar dan saat aku melihat ke bawah ke arah pemandangan lembah sungai dan lampu-lampu pusat kota, aku sadar bahwa aku merasakan keakraban yang aneh di sini",Surprise
1,saya masih merasa seperti ini bahwa staf jim ellis mazda marietta ramah dan membantu pasien dengan semua kunjungan pertanyaan email saya dan upaya saya yang berkelanjutan untuk bekerja dengan baik,Joy
1,"maksudku seks dan pornografi adalah bagian yang layak dari kehidupanku sehari-hari, lagipula dia juga bekerja sebagai konsultan percintaan tapi aku merasa untuk menjadi sukses kamu harus membiarkannya sepenuhnya menjadi bagian dari hidupmu.",Joy
0,aku mungkin merasa sangat bodoh memakai ini atau aku mungkin merasa sangat unik,Sadness
0,saya membayangkan mereka pasti merasa letih dan tampaknya hanya burung dan anjing yang saya pedulikan,Sadness
4,saya kembali ke dunia nyata tetapi masih merasa sangat terguncang,Fear
1,menurutku tidak mungkin bagiku untuk merasa positif tentang ruangan ini dan sekarang aku sangat menyukainya,Joy
1,aku sedang berkemas untuk perjalanan pagi itu. aku pasti merasa cukup bermurah hati karena aku telah memasukkan sebotol nuteal yang belum dibuka ke dalam camilan akhir pekanku.,Joy
1,aku seharusnya merasa kematian aidan baik-baik saja,Joy
0,aku merasa seperti aku diabaikan,Sadness
0,saya juga berpikir upaya untuk membuat seorang wanita merasa bersalah dan tidak melakukan aborsi tidak akan berhasil mengingat seperti apa sebenarnya janin dalam tahap awal pertumbuhannya.,Sadness
0,"aku tidak pernah ragu sedikit pun bahwa dia mencintaiku, itu hanya masalah tidak punya waktu dan merasa tidak penting",Sadness
5,"aku ingin berada di tahun-tahun mendatang, beberapa dari kalian membuatku merasa luar biasa dan beberapa dari kalian adalah teman terbaik yang pernah aku minta",Surprise
1,aku merasa cukup terhibur,Joy
3,aku tidak merasa ada yang tidak mengganggu dan lebih jengkel lagi karena dia hanya ingin terus menelpon saat aku ingin kembali ke tek,Anger
2,aku berada di sekolah malam ini dan melihat bulan kuning yang sangat cantik dan mulai merasa romantis dan sampah,Love
1,aku merasa puas memilikimu di sampingku di hari istimewa ini dan merupakan berkah terbesarku bisa bertemu denganmu,Joy
1,saya hanya merasa bahwa berkencan adalah bagian penting dari pertumbuhan,Joy
1,aku tidak merasa senang memikirkan dia,Joy
0,aku hanya akan berakhir di sini karena aku merasa bodoh berbaring di tempat tidurku mengetik tanpa henti selama beberapa menit terakhir,Sadness
0,"aku paham sebagian, ini hanya usia dan kegelisahanku, dan sepertinya aku seharusnya merasa tidak berterima kasih, tapi ternyata tidak.",Sadness
0,aku tidak menyukai diriku sendiri aku merasa sangat besar daguku terlalu persegi suaraku terlalu hukum dll,Sadness
3,aku merasa terganggu dengan konseling hari ini dan aku akan kesulitan tidur jika aku tidak tahu apa itu,Anger
1,saya merasa berguna dan dihargai dan itu penting bagi saya,Joy
1,aku tidak peduli jika aku merasa seperti akan meledak aku bertekad tak seorang pun akan tahu jika aku terkena hot flash,Joy
0,aku merasa sentimental jadi aku ingin menulis postingan untuknya dari ibunya di hari ulang tahunnya yang pertama,Sadness
1,aku tidak perlu membenci orang lain agar aku merasa lebih unggul,Joy
3,aku merasa sangat tidak puas dengan hidupku,Anger
2,saya pikir anak-anak lelaki itu bisa menulis entri buku harian sambil duduk di bawah pohon atau di teras untuk memberi mereka gambaran tentang bagaimana para lelaki itu menulis surat kepada orang yang mereka cintai.,Love
1,saya merasa sedikit sombong untuk menaiki penerbangan easyjet dan menuju ke selatan dan menuju suhu c,Joy
1,saya merasa seperti saya membuat perbedaan positif dalam kehidupan tentara setiap hari,Joy
1,saya merasa lebih santai setelah mandi,Joy
5,saya suka memperhatikan dan kemudian merasa sedikit terkejut dengan sinkronisitas seperti ini,Surprise
1,aku sebenarnya merasa sangat bahagia,Joy
0,aku merasa terkuras sampai ke lubuk hatiku seperti mungkin aku tidak mempunyai apa yang diperlukan untuk memenuhi panggilan-nya dalam hidupku. ayat ini membantuku mengingat dia sudah menyediakannya. aku hanya perlu memanfaatkannya.,Sadness
2,saya merasa bulan madu dengan holden akan terasa panas dan berbahaya seperti situasi timur tengah secara keseluruhan,Love
0,aku hampir tidak bisa merasakan tanganku mati rasa dan perasaan sudah kehilangan mutiara itu karena seseorang yang berharga untukmu,Sadness
0,saya juga menyalahkan diri sendiri atas apa yang terjadi dan merasa tidak mampu,Sadness
3,aku berjalan mondar-mandir di lorong dengan perasaan marah karena aku tidak mengerti hal sesederhana itu padahal semua pipa ledeng itu misterius bagiku dan membuatku hampir sama gelisahnya dengan virus komputer karena misteriusnya hal itu berada di luar kendaliku,Anger
4,saya berbicara dengan dokter atau terapis bahwa saya merasa kepercayaan diri saya terguncang,Fear
3,aku tidak percaya aku sendirian yang merasa begitu muak dengan segala hal kecuali hidupku sendiri yang berjalan cukup baik,Anger
1,"saya merasa kurang suka berpetualang, saya mungkin akan mengambil ini di href http www",Joy
4,saya tahu bahwa dia merasa sangat rentan dengan apa yang baru saja dia bagikan dan bahwa apa yang dia hadapi sangat sulit dan sangat nyata baginya,Fear
4,aku merasa sangat aneh hari ini,Fear
0,adalah peter terus-menerus mendorong mary jane menjauh dan merasa tidak enak karenanya webbs peter menguntit gwen stacy berusaha keras untuk mendapatkannya kembali setelah putus dengannya dan kemudian mengikutinya ke london yang akan meninggalkan bibinya,Sadness
2,saya melihat atau merasakan masing-masing mendukung dan meyakinkan bahwa mereka melihat dalam diri saya sesuatu yang berharga,Love
2,aku merasa seperti aku adalah penggemar setianya dan jika salah satu filmnya mudah untuk aku tonton aku merasa aku harus mencoba menontonnya,Love
4,"saya melihat melalui tindakan agresif untuk melihat pada orang lain apa yang saya juga merasa takut, marah, membela diri, merasa benar atau frustrasi",Fear
2,aku merasa akhirnya aku menerima sesuatu yang penting di sini,Love
4,aku merasa sedikit takut untuk menuliskan semua perasaanku tentang laki-laki karena aku merasa jims adalah pria yang pendendam yang akan mencoba dan membawaku ke pengadilan dengan sesuatu yang aku tulis di myspace.,Fear
2,menurutku posisi tukang emas benar-benar menarik dan provokatif tetapi mau tak mau aku merasa lebih dekat dengan yang agak romantis.,Love
1,saya merasa terkadang saya membeli barang yang tidak populer dan mungkin suatu saat postingan saya akan berguna bagi seseorang yang ingin membelinya,Joy
1,saya merasa positif dan merasa baik sekali dan saya pikir itu karena saya membuat pilihan yang lebih bijaksana dalam hal kebiasaan makan saya dengan tidak menyangkal hal-hal yang saya inginkan maka saya tidak makan sebanyak-banyaknya dan itu terlihat,Joy
3,"aku pernah jatuh cinta dengan seorang pemuda yang berpura-pura mencintaiku, namun suatu hari aku mengetahui bahwa dia mempunyai pacar lain yang juga merupakan temanku.",Anger
0,aku kadang merasa murung melihat hujan sepanjang hari,Sadness
1,"aku menyimpannya di bank, ada beberapa pernak-pernik yang lebih kusukai dan aku rasa lebih berguna dari itu",Joy
1,saya tidak setuju dengan kelompok orang yang berpikir bahwa ngeblog adalah hal yang melibatkan diri sendiri dan egois sehingga orang melakukannya hanya untuk mendapatkan perhatian yang menurut mereka membuat mereka merasa sombong dalam beberapa hal mengatakan orang tidak menyadari bahwa saya ngeblog,Joy
1,"saya merasa sangat tersanjung karena presiden menginginkan saya, di antara semua orang, untuk datang ke gedung putih dan makan malam bersamanya sehingga dia dapat memberi saya penghargaan yang luar biasa.",Joy
0,aku hampir merasa dia berusaha bersikap canggung,Sadness
4,saya merasa lepas kendali dan sedikit kewalahan,Fear
0,aku merasa cukup kusam dan warnanya berkurang,Sadness
0,aku punya semua periode kesenangan dan tawa tak terkendali yang dinanti-nantikan. aku merasa tertekan,Sadness
2,aku masih merasa sedikit sensitif sekarang,Love
1,aku bisa merasakan reuni manis datang,Joy
1,saya bertemu sekelompok orang yang membuat saya merasa disambut dan nyaman berada di tengah-tengah berbagai hal,Joy
1,yang bisa saya rasakan adalah kedamaian yang disambut setelah seminggu berkemas sambil mengucapkan selamat tinggal dan menghadapi perasaan terlantar yang luar biasa,Joy
2,aku merasa sangat menyukai makanan manis hari ini,Love
0,aku merasa seperti berada dalam mode bertahan hidup dengan penyesuaian terhadap dua anak begitu lama sehingga aku tidak bisa menikmatinya sebagai seorang bayi kecil,Sadness
3,aku perlu merasakan kehangatan dan ketenangan saat aku duduk di sampingnya sambil memegang tangannya sejak tadi malam di tempat kerja. aku merasa sangat kacau dengan sikap buruk laki-laki itu.,Anger
0,aku bahkan tidak bisa makan sereal manis tanpa merasa tidak enak,Sadness
3,aku merasa sangat tidak sabar untuk menempelkan dapurku karena aku seorang yang bodoh dan aku jadi kacau. kata favoritku tentang seorang tukang plester yang tidak bisa memplester di luar saat salju turun,Anger
0,aku akan tidur dengan bangga tetapi merasa lelah dan tidak merasakan kakiku,Sadness
0,"saya mendapati diri saya lebih sering merasa letih, kesal, marah dan terhina dengan hal-hal yang saya lihat terjadi dan kenyataan bahwa tampaknya sebagian besar orang benar-benar apatis terhadap situasi nasional global yang sangat serius",Sadness
1,aku merasa seperti aku belajar untuk lebih percaya dan percaya padanya,Joy
1,saya tidak yakin mengapa memberi kepada orang lain membuat anda merasa luar biasa. tindakan amal pasti akan membuat suasana hati anda lebih baik dan meningkatkan perasaan harga diri anda,Joy
4,saya menjadi penasaran dengan mesin-mesin tersebut karena mesin-mesin tersebut ada di sana dan saya merasa tidak terlalu malu untuk meraba-raba mesin tersebut di depan semua orang untuk mengetahui cara kerjanya,Fear
0,aku membiarkan diriku tersedot ke dalam internet. aku tidak pernah puas dengan hasilnya dan anak-anakku merasa diabaikan,Sadness
1,aku hampir merasa bisa melakukan percakapan cerdas tentang tempat ini,Joy
0,aku kesepian dan aku lelah merasa terisolasi,Sadness
1,aku tidak tahu tentang orang lain tapi aku merasa baik-baik saja menjadi hantu hd,Joy
3,saya merasa stres atau lepas kendali. saya mendapatkan kembali kendali dengan memecah pemicu stres tertentu menjadi segmen-segmen menit yang perlu saya perhatikan dan kemudian membahasnya,Anger
0,aku tidak melakukan banyak pekerjaan hari ini dan aku merasa sudah ditakdirkan untuk minggu ini,Sadness
0,"aku merasa terisolasi yang dalam skala besar tampaknya menyebabkan lebih banyak kekhawatiran dalam dirimu daripada sendirian, sedangkan pembukaan dengan gigitan yang sakit hanyalah",Sadness
0,aku atau dia tidak bahagia berada di zona nyamanmu tapi kamu berada di sana karena zona itu familiar dan nyaman. apakah kamu rela menghabiskan sisa hidupmu dengan perasaan tidak bahagia namun aman?,Sadness
1,saya merasa takdir bekerja dengan cara yang luar biasa,Joy
0,aku merasa malu karena sudah lama tidak menulis,Sadness
1,saya merasa anda akan lebih menikmatinya dan merasa lebih sukses jika anda menjadi pengamat terlebih dahulu,Joy
3,aku merasa kamu masih tidak mengerti kenapa aku marah,Anger
1,saya merasa terhormat telah mengambilnya,Joy
0,saya merasa terganggu karena dia berbohong kepada saya tentang situasinya,Sadness
4,aku merasa aku sepenuhnya menjadi bagiannya dan aku tidak merasa malu dan takut lagi,Fear
0,aku merasa frustrasi aku merasa terhina,Sadness
5,aku mendengar hentakan kaki kuda di jalan berbatu di dekatku. aku berbalik dan melarikan diri sambil merasakan tatapan penasarannya ke punggungku bahkan setelah aku berbelok di tikungan dan meninggalkannya.,Surprise
0,saya merasa bersalah setiap kali saya melewatinya karena mereka tidak hanya bagus tetapi juga sangat kuno dan saya harus mendukung mereka dengan dukungan saya,Sadness
0,saya mengalami pemulihan yang sangat mudah dengan bennett dan terkadang saya merasa bersalah karena mengatakan itu karena saya tidak ingin hal itu mengurangi pengalaman bradys,Sadness
1,aku merasa aku benar-benar bisa menjadi seorang istri dan ibu dengan baik,Joy
3,saya merasa orang-orang di acara ini sangat kasar bukan karena ingin mendapatkan penawaran bagus tetapi karena memanfaatkan penyedia layanan lokal,Anger
3,"saya merasa serakah. saya akan melihat diri saya berada di rumah yang sama dengan buku catatan dan kucing yang sama, tetapi uang dalam jumlah besar berlimpah atau barang antik besar yang tampak mahal berserakan di ruangan",Anger
0,saya tidak bisa langsung menemukan alasan untuk merasa tidak bahagia,Sadness
0,aku mengerti bagaimana perasaanmu begitu membosankan menghadapi masalah yang tidak akan pernah kamu inginkan tapi untuk saat ini ayo lompat dan bernyanyi sepanjang malam g lompat sekarang,Sadness
1,saya dibesarkan di dalamnya membuat saya merasa lebih penting,Joy
3,saya meminum ekstrak passionflower setiap kali saya menderita insomnia yang disebabkan oleh pikiran yang terlalu aktif atau ketika saya merasa mudah tersinggung dan menurut saya ekstrak ini bekerja dengan baik untuk semua hal di atas tanpa efek samping yang nyata.,Anger
4,saya tidak meminta maaf untuk itu dan saya tidak terlalu peduli dan saya juga tidak merasa terintimidasi oleh siapa pun yang melakukannya,Fear
4,aku tidak bisa memungkiri perasaan malu saat dia melakukan itu padahal aku senang,Fear
0,"aku melakukan ini bukan karena aku merasa kekurangan, bukan dengan cara apa pun",Sadness
2,aku merasa sangat sayang padanya ketika dia meninggal,Love
1,aku merasa sangat berharga saat ini,Joy
4,"saya rentan dan merasa tidak yakin, kurang percaya diri",Fear
2,aku baru saja bilang aku tidak merasakan chemistry romantis di sini,Love
5,"aku bilang di postinganku yang lain, rasanya aneh sekali kalau itu sebuah cerita",Surprise
0,aku merasa sangat lelah dan frustrasi,Sadness
3,saya telah membacanya melewati rasa tidak nyaman dan menjadi perasaan jijik terhadap pelanggaran,Anger
4,aku merasa enggan aku merasa sedih aku sedih tapi apa yang harus aku lakukan,Fear
3,aku tidak akan dikekang atau dikekang oleh orang-orang yang menurutku telah mengkhianati atau menyinggung perasaanku,Anger
1,saya merasa semakin yakin bahwa mungkin tidak ada yang salah,Joy
0,aku merasa semakin kesepian di pulau kecil ini dan aku tidak bisa begitu saja menyelamatkan seseorang dari tempat penampungan atau membelinya di inggris atau irlandia. aku ingin melakukan ini dengan seekor anjing,Sadness
5,saya rasa saya perlu memulai dengan mengatakan bahwa saya terkejut dengan cara para penulis ini merespons bolak-balik,Surprise
3,aku juga membuat tumblr. aku merasakan campuran hiperkritikalisme dan aib karena aku selalu membenci apa pun yang berhubungan dengan arus utama.,Anger
1,"saya hanya merasa jika anda pernah mengendarai c atau c vette, anda akan senang melihat betapa menyenangkannya mengemudi dan lebih aman karena penanganan yang lebih baik pada kecepatan tinggi",Joy
1,saya harap anda menikmati melihat foto-fotonya dan jangan ragu untuk mengirimkan komentar atau pertanyaan apa pun yang mungkin anda miliki,Joy
3,saya tidak melihat diri saya sebagai seorang perawat. saya merasa seolah-olah saya terlalu kejam untuk menjadi seorang perawat sepenuhnya,Anger
0,"entahlah, aku hanya merasa sangat lesu dan apatis",Sadness
1,"saya merasa jika saya diberi informasi faktual yang jujur ​​tentang sesuatu, saya mempunyai tanggung jawab",Joy
0,aku merasa seperti ibu yang buruk sekarang,Sadness
1,saya bisa membeli saya hanya ingin melihat apakah saya bisa membuat ulang resep agar merasa unggul dan megah hanya bercanda,Joy
1,"saya menjadi sangat kesal dengan pria yang umm rasanya tidak begitu polos, meletakkannya terlalu tebal, dll",Joy
4,"saya merasa begitu banyak orang yang takut mati, itulah sebabnya mereka lari ke agama",Fear
1,saya sebenarnya merasa sangat ingin melihat film fiksi ilmiah yang tidak lazim yang tidak menampilkan ledakan cg besar-besaran robot cg dan pertempuran cg besar-besaran di mana bumi diselamatkan sekali lagi,Joy
4,"saya dapat mengunci postingan saya, rasanya masih tidak terlindungi seolah-olah orang masih dapat membacanya",Fear
0,"aku merasa tidak enak karena secara lahiriah aku bertingkah seperti wanita tuhan yang luar biasa dan seperti yang kuketahui begitu phil dan aku mulai berkumpul untuk saling mengenal satu lawan satu dengan waktu berkelompok yang sangat sedikit, kamu bisa mengendalikan semua yang mereka lihat dan yakini tentangmu",Sadness
0,saya merasa benar-benar dikalahkan dan memutuskan bahwa saya tidak akan pernah bisa menjadi cukup baik untuk mengalahkan permainan poker yang sangat saya sukai ini,Sadness
0,aku merasa sangat timpang. aku tidak punya proyek menjahit untuk diposkan seperti dulu,Sadness
0,aku memulai bab tadi malam aku merasa sedikit menangis,Sadness
1,saya benar-benar berusaha menemukan jalan kembali untuk merasa kreatif dengan kata-kata,Joy
0,"aku tetap bertanggung jawab karena mungkin aku sudah lama melaporkan kejahatan yang dilakukan terhadapku dan aku masih berharap tidak ada orang lain yang terluka sepertiku, tapi aku merasa ada lebih dari sekedar diriku yang terluka.",Sadness
4,saya tentu saja percaya pada kekuatan peluit pemerkosaan tetapi saya tidak pernah mendapatkannya dan saya merasa sangat tidak terlindungi oleh kampus saya,Fear
0,saya merasa ini adalah kesempatan yang terlewatkan untuk menunjukkan hilangnya zaman komunikasi radio pra-internet,Sadness
0,aku merasa sedikit disalahgunakan,Sadness
1,"aku ingin melakukannya tapi aku merasa lebih berharap, tidak terlalu takut dan nyaman mengetahui ada rencana",Joy
1,pertemuan dan percakapan dengan seorang wanita yang agak lebih tua dari saya yang menganggap saya sebagai anaknya dia juga memiliki satu anak sendiri. dua tahun terakhir saya tinggal bersamanya tanpa hubungan apa pun,Joy
0,aku mengetahui bahwa seseorang yang membuatku merasa tidak suka dan merasa tidak enak mengira dia dianiaya saat masih kecil,Sadness
4,saya mulai merasa panik saat membuka satu situs web ke situs web lain sambil berpikir pasti ada negara yang tidak memiliki daftar tunggu,Fear
0,aku merasa bodoh dan agak kesal,Sadness
0,aku melihat orang mencapai tujuannya aku merasa tidak enak dengan diriku sendiri,Sadness
2,saya tidak merasa ingin mencintai pasangan saya hari ini atau besok,Love
3,aku merasa iri pada x karena aku merasa ada sesuatu yang kurang dalam diriku,Anger
5,"aku merasa larimu luar biasa, tambahnya",Surprise
1,saya selalu ragu untuk mengatakan secara langsung kepada orang-orang bahwa saya merasa tidak enak badan menjelang perlombaan,Joy
1,saya merasa jauh lebih berguna di sini daripada di kanada,Joy
1,saya pribadi telah naik amtrak ke dan dari nyc beberapa kali dan saya selalu merasa sangat glamor berjalan melalui href http www yang menakjubkan,Joy
1,"saya menggunakan jurnal ini sebagai buku harian untuk melacak pemikiran harian saya, pencapaian atau kesalahan saya, pertanyaan saya, saya dapat bertanya kepada teman-teman saya atau untuk mengungkapkan perasaan saya, apakah itu serius atau keterlaluan",Joy
0,aku merasa seolah-olah dia telah berprasangka buruk terhadapku sejak hari pertama karena tidak ada hal baik yang dikatakan sofi padanya tentang aku,Sadness
1,dulu aku merasa sangat puas tapi sekarang aku merasa sedikit takut,Joy
4,aku hanya merasa takut,Fear
1,saya tidak suka ritual yang ketat karena saya merasa energinya akan beralih untuk mempertahankannya daripada kreativitas saya,Joy
1,aku merasa dia adalah pemuda luar biasa yang mendorong dirinya sendiri dalam segala hal untuk melakukan petualangan bersama sahabat-sahabatnya sejak sekolah dasar. aku merasa sangat bahagia untuknya,Joy
1,saya memelihara blog ini hanya agar merasa lebih unggul dari yang lain dan terlihat keren,Joy
1,saya berdoa untuk salju dan merasa lebih ramah,Joy
1,aku merasa sangat lega dan tenang,Joy
3,aku hanya merasa egois,Anger
1,"aku sangat bersemangat karena hal ini melebihi keyakinanku dan aku merasa terhormat bahwa aku bisa mempelajari passionku yang sebenarnya karena jika kamu tidak menyukai apa yang kamu lakukan, maka apa gunanya eh",Joy
2,aku terkesan bahwa dalam hal ini aku merasa bersimpati pada eve dan myles pada rose dan henry dan pada siapapun yang pernah merasa bahwa mereka mungkin telah jatuh cinta pada orang yang salah.,Love
0,aku melakukan ini aku merasa sangat palsu,Sadness
4,saya merasa perlu memverifikasi bahwa saya masih menikah dengannya meskipun kadang-kadang pelayanan mengancam akan melakukan kami tetapi dia sekarang memegang peran eksekutif dalam pelayanan denominasi,Fear
1,aku merasa sangat puas dengan apa yang aku punya sekarang,Joy
2,saya tidak bisa mengungkapkan rasa terima kasih yang saya rasakan untuk ibu dan anak yang manis ini,Love
1,aku tidak merasa luar biasa karena aku belum meluangkan waktu untuk beristirahat,Joy
1,saya merasa senang untuk mengungkapkan dan mengungkapkan kepada orang tua saya tentang diri saya,Joy
1,saya merasa penting bagi saya untuk mendalaminya,Joy
1,saya merasa mengakhiri hidup mereka dapat diterima,Joy
0,aku terus melaju. aku mulai merasakannya dan bisa merasakan bentuk tubuhku menderita,Sadness
3,aku harus bekerja jadi tidak bisa bersantai namun aku merasa kesal karena ini adalah hari kedua berturut-turut memasak makan malam keluarga besar yang aku lakukan pagi-pagi sekali karena itu adalah ulang tahunku kemarin dan sekarang aku merasa kasihan pada diriku sendiri,Anger
1,saya hanya merasa kita akan melihat beberapa pengeditan luar biasa minggu ini,Joy
4,adik saya harus menjalani operasi yang sangat rumit,Fear
1,aku ingat perasaan menyayat hati yang berharap aku masih tinggal di sana dan kesadaran serius yang telah kubuat bahwa hidupku mungkin telah berubah menjadi yang terburuk.,Joy
0,aku merasa nilaiku menurun karena aku depresi karena tidak punya teman,Sadness
0,"saya punya banyak masalah tentang citra tubuh tetapi jika anda menemukan saya seorang gadis yang dapat melihat dirinya telanjang di cermin selama sepuluh detik tanpa menemukan setidaknya tiga hal yang membuat patah hati, saya akan menjilat punggung pria berbulu itu setelah sesi bikram sembilan puluh menit",Sadness
1,aku merasa senang bisa menggambarkan pekerjaanku dengan begitu tenang dan penuh percaya diri,Joy
1,saya mulai merasa sangat bangga bergabung dengan sekelompok ofisial pertandingan inggris yang telah memimpin final piala dunia fifa,Joy
1,aku merasa tidak ada hal berharga yang terjadi,Joy
1,menurutku aku jauh lebih supel atau lebih tepatnya merasa jauh lebih supel dari sebelumnya,Joy
